Upload video giám sát (UCSD/Avenue hoặc video của bạn),Kết luận,Max reconstruction error,Threshold đang sử dụng,Tỷ lệ frame bất thường (> threshold),timestamp
.gradio\flagged\Upload video giám sát UCSDAvenue hoặc video của bạn\f41b867656aac0a1b022\7296385494169.mp4,⚠ CẢNH BÁO: VIDEO CÓ HÀNH VI BẤT THƯỜNG,0.008575264364480972,0.002050044,1,2025-12-05 19:52:32.304111
